lane,type,d,v,delta_crash,P_lC,P_nlC
1,2,62,15,4.13,0.03,0.97
1,2,62,16,3.88,0.04,0.96
1,2,62,17,3.65,0.05,0.95
1,2,62,18,3.44,0.05,0.95
1,2,62,19,3.26,0.06,0.94
1,2,62,20,3.1,0.07,0.93
1,2,62,21,2.95,0.08,0.92
1,2,62,22,2.82,0.09,0.91
1,2,62,23,2.7,0.1,0.9
1,2,62,24,2.58,0.11,0.89
1,2,62,25,2.48,0.12,0.88
1,2,62,26,2.38,0.13,0.87
1,2,62,27,2.3,0.14,0.86
1,2,62,28,2.21,0.15,0.85
1,2,62,29,2.14,0.16,0.84
1,2,62,30,2.07,0.17,0.83
1,2,62,31,2,0.18,0.82
1,2,62,32,1.94,0.19,0.81
1,2,62,33,1.88,0.2,0.8
1,2,62,34,1.82,0.21,0.79
1,2,63,15,4.2,0.03,0.97
1,2,63,16,3.94,0.04,0.96
1,2,63,17,3.71,0.04,0.96
1,2,63,18,3.5,0.05,0.95
1,2,63,19,3.32,0.06,0.94
1,2,63,20,3.15,0.07,0.93
1,2,63,21,3,0.08,0.92
1,2,63,22,2.86,0.09,0.91
1,2,63,23,2.74,0.1,0.9
1,2,63,24,2.63,0.11,0.89
1,2,63,25,2.52,0.12,0.88
1,2,63,26,2.42,0.13,0.87
1,2,63,27,2.33,0.14,0.86
1,2,63,28,2.25,0.15,0.85
1,2,63,29,2.17,0.16,0.84
1,2,63,30,2.1,0.17,0.83
1,2,63,31,2.03,0.18,0.82
1,2,63,32,1.97,0.19,0.81
1,2,63,33,1.91,0.2,0.8
1,2,63,34,1.85,0.21,0.79
1,2,64,15,4.27,0.03,0.97
1,2,64,16,4,0.03,0.97
1,2,64,17,3.76,0.04,0.96
1,2,64,18,3.56,0.05,0.95
1,2,64,19,3.37,0.06,0.94
1,2,64,20,3.2,0.07,0.93
1,2,64,21,3.05,0.08,0.92
1,2,64,22,2.91,0.08,0.92
1,2,64,23,2.78,0.09,0.91
1,2,64,24,2.67,0.1,0.9
1,2,64,25,2.56,0.11,0.89
1,2,64,26,2.46,0.12,0.88
1,2,64,27,2.37,0.13,0.87
1,2,64,28,2.29,0.14,0.86
1,2,64,29,2.21,0.15,0.85
1,2,64,30,2.13,0.16,0.84
1,2,64,31,2.06,0.17,0.83
1,2,64,32,2,0.18,0.82
1,2,64,33,1.94,0.19,0.81
1,2,64,34,1.88,0.2,0.8
1,2,65,15,4.33,0.03,0.97
1,2,65,16,4.06,0.03,0.97
1,2,65,17,3.82,0.04,0.96
1,2,65,18,3.61,0.05,0.95
1,2,65,19,3.42,0.05,0.95
1,2,65,20,3.25,0.06,0.94
1,2,65,21,3.1,0.07,0.93
1,2,65,22,2.95,0.08,0.92
1,2,65,23,2.83,0.09,0.91
1,2,65,24,2.71,0.1,0.9
1,2,65,25,2.6,0.11,0.89
1,2,65,26,2.5,0.12,0.88
1,2,65,27,2.41,0.13,0.87
1,2,65,28,2.32,0.14,0.86
1,2,65,29,2.24,0.15,0.85
1,2,65,30,2.17,0.16,0.84
1,2,65,31,2.1,0.17,0.83
1,2,65,32,2.03,0.18,0.82
1,2,65,33,1.97,0.19,0.81
1,2,65,34,1.91,0.2,0.8
1,2,66,15,4.4,0.02,0.98
1,2,66,16,4.13,0.03,0.97
1,2,66,17,3.88,0.04,0.96
1,2,66,18,3.67,0.04,0.96
1,2,66,19,3.47,0.05,0.95
1,2,66,20,3.3,0.06,0.94
1,2,66,21,3.14,0.07,0.93
1,2,66,22,3,0.08,0.92
1,2,66,23,2.87,0.09,0.91
1,2,66,24,2.75,0.1,0.9
1,2,66,25,2.64,0.11,0.89
1,2,66,26,2.54,0.12,0.88
1,2,66,27,2.44,0.13,0.87
1,2,66,28,2.36,0.14,0.86
1,2,66,29,2.28,0.14,0.86
1,2,66,30,2.2,0.15,0.85
1,2,66,31,2.13,0.16,0.84
1,2,66,32,2.06,0.17,0.83
1,2,66,33,2,0.18,0.82
1,2,66,34,1.94,0.19,0.81
1,2,67,15,4.47,0.02,0.98
1,2,67,16,4.19,0.03,0.97
1,2,67,17,3.94,0.04,0.96
1,2,67,18,3.72,0.04,0.96
1,2,67,19,3.53,0.05,0.95
1,2,67,20,3.35,0.06,0.94
1,2,67,21,3.19,0.07,0.93
1,2,67,22,3.05,0.08,0.92
1,2,67,23,2.91,0.08,0.92
1,2,67,24,2.79,0.09,0.91
1,2,67,25,2.68,0.1,0.9
1,2,67,26,2.58,0.11,0.89
1,2,67,27,2.48,0.12,0.88
1,2,67,28,2.39,0.13,0.87
1,2,67,29,2.31,0.14,0.86
1,2,67,30,2.23,0.15,0.85
1,2,67,31,2.16,0.16,0.84
1,2,67,32,2.09,0.17,0.83
1,2,67,33,2.03,0.18,0.82
1,2,67,34,1.97,0.19,0.81
1,2,68,15,4.53,0.02,0.98
1,2,68,16,4.25,0.03,0.97
1,2,68,17,4,0.03,0.97
1,2,68,18,3.78,0.04,0.96
1,2,68,19,3.58,0.05,0.95
1,2,68,20,3.4,0.06,0.94
1,2,68,21,3.24,0.06,0.94
1,2,68,22,3.09,0.07,0.93
1,2,68,23,2.96,0.08,0.92
1,2,68,24,2.83,0.09,0.91
1,2,68,25,2.72,0.1,0.9
1,2,68,26,2.62,0.11,0.89
1,2,68,27,2.52,0.12,0.88
1,2,68,28,2.43,0.13,0.87
1,2,68,29,2.34,0.14,0.86
1,2,68,30,2.27,0.15,0.85
1,2,68,31,2.19,0.16,0.84
1,2,68,32,2.13,0.16,0.84
1,2,68,33,2.06,0.17,0.83
1,2,68,34,2,0.18,0.82
1,2,69,15,4.6,0.02,0.98
1,2,69,16,4.31,0.03,0.97
1,2,69,17,4.06,0.03,0.97
1,2,69,18,3.83,0.04,0.96
1,2,69,19,3.63,0.05,0.95
1,2,69,20,3.45,0.05,0.95
1,2,69,21,3.29,0.06,0.94
1,2,69,22,3.14,0.07,0.93
1,2,69,23,3,0.08,0.92
1,2,69,24,2.88,0.09,0.91
1,2,69,25,2.76,0.1,0.9
1,2,69,26,2.65,0.11,0.89
1,2,69,27,2.56,0.11,0.89
1,2,69,28,2.46,0.12,0.88
1,2,69,29,2.38,0.13,0.87
1,2,69,30,2.3,0.14,0.86
1,2,69,31,2.23,0.15,0.85
1,2,69,32,2.16,0.16,0.84
1,2,69,33,2.09,0.17,0.83
1,2,69,34,2.03,0.18,0.82
1,2,70,15,4.67,0.02,0.98
1,2,70,16,4.38,0.02,0.98
1,2,70,17,4.12,0.03,0.97
1,2,70,18,3.89,0.04,0.96
1,2,70,19,3.68,0.04,0.96
1,2,70,20,3.5,0.05,0.95
1,2,70,21,3.33,0.06,0.94
1,2,70,22,3.18,0.07,0.93
1,2,70,23,3.04,0.08,0.92
1,2,70,24,2.92,0.08,0.92
1,2,70,25,2.8,0.09,0.91
1,2,70,26,2.69,0.1,0.9
1,2,70,27,2.59,0.11,0.89
1,2,70,28,2.5,0.12,0.88
1,2,70,29,2.41,0.13,0.87
1,2,70,30,2.33,0.14,0.86
1,2,70,31,2.26,0.15,0.85
1,2,70,32,2.19,0.16,0.84
1,2,70,33,2.12,0.17,0.83
1,2,70,34,2.06,0.17,0.83
1,2,71,15,4.73,0.02,0.98
1,2,71,16,4.44,0.02,0.98
1,2,71,17,4.18,0.03,0.97
1,2,71,18,3.94,0.04,0.96
1,2,71,19,3.74,0.04,0.96
1,2,71,20,3.55,0.05,0.95
1,2,71,21,3.38,0.06,0.94
1,2,71,22,3.23,0.06,0.94
1,2,71,23,3.09,0.07,0.93
1,2,71,24,2.96,0.08,0.92
1,2,71,25,2.84,0.09,0.91
1,2,71,26,2.73,0.1,0.9
1,2,71,27,2.63,0.11,0.89
1,2,71,28,2.54,0.12,0.88
1,2,71,29,2.45,0.13,0.87
1,2,71,30,2.37,0.13,0.87
1,2,71,31,2.29,0.14,0.86
1,2,71,32,2.22,0.15,0.85
1,2,71,33,2.15,0.16,0.84
1,2,71,34,2.09,0.17,0.83
1,2,72,15,4.8,0.02,0.98
1,2,72,16,4.5,0.02,0.98
1,2,72,17,4.24,0.03,0.97
1,2,72,18,4,0.03,0.97
1,2,72,19,3.79,0.04,0.96
1,2,72,20,3.6,0.05,0.95
1,2,72,21,3.43,0.05,0.95
1,2,72,22,3.27,0.06,0.94
1,2,72,23,3.13,0.07,0.93
1,2,72,24,3,0.08,0.92
1,2,72,25,2.88,0.09,0.91
1,2,72,26,2.77,0.1,0.9
1,2,72,27,2.67,0.1,0.9
1,2,72,28,2.57,0.11,0.89
1,2,72,29,2.48,0.12,0.88
1,2,72,30,2.4,0.13,0.87
1,2,72,31,2.32,0.14,0.86
1,2,72,32,2.25,0.15,0.85
1,2,72,33,2.18,0.16,0.84
1,2,72,34,2.12,0.17,0.83
1,2,73,15,4.87,0.02,0.98
1,2,73,16,4.56,0.02,0.98
1,2,73,17,4.29,0.03,0.97
1,2,73,18,4.06,0.03,0.97
1,2,73,19,3.84,0.04,0.96
1,2,73,20,3.65,0.05,0.95
1,2,73,21,3.48,0.05,0.95
1,2,73,22,3.32,0.06,0.94
1,2,73,23,3.17,0.07,0.93
1,2,73,24,3.04,0.08,0.92
1,2,73,25,2.92,0.08,0.92
1,2,73,26,2.81,0.09,0.91
1,2,73,27,2.7,0.1,0.9
1,2,73,28,2.61,0.11,0.89
1,2,73,29,2.52,0.12,0.88
1,2,73,30,2.43,0.13,0.87
1,2,73,31,2.35,0.14,0.86
1,2,73,32,2.28,0.14,0.86
1,2,73,33,2.21,0.15,0.85
1,2,73,34,2.15,0.16,0.84
1,2,74,15,4.93,0.02,0.98
1,2,74,16,4.63,0.02,0.98
1,2,74,17,4.35,0.02,0.98
1,2,74,18,4.11,0.03,0.97
1,2,74,19,3.89,0.04,0.96
1,2,74,20,3.7,0.04,0.96
1,2,74,21,3.52,0.05,0.95
1,2,74,22,3.36,0.06,0.94
1,2,74,23,3.22,0.07,0.93
1,2,74,24,3.08,0.07,0.93
1,2,74,25,2.96,0.08,0.92
1,2,74,26,2.85,0.09,0.91
1,2,74,27,2.74,0.1,0.9
1,2,74,28,2.64,0.11,0.89
1,2,74,29,2.55,0.11,0.89
1,2,74,30,2.47,0.12,0.88
1,2,74,31,2.39,0.13,0.87
1,2,74,32,2.31,0.14,0.86
1,2,74,33,2.24,0.15,0.85
1,2,74,34,2.18,0.16,0.84
1,2,75,15,5,0.01,0.99
1,2,75,16,4.69,0.02,0.98
1,2,75,17,4.41,0.02,0.98
1,2,75,18,4.17,0.03,0.97
1,2,75,19,3.95,0.04,0.96
1,2,75,20,3.75,0.04,0.96
1,2,75,21,3.57,0.05,0.95
1,2,75,22,3.41,0.06,0.94
1,2,75,23,3.26,0.06,0.94
1,2,75,24,3.13,0.07,0.93
1,2,75,25,3,0.08,0.92
1,2,75,26,2.88,0.09,0.91
1,2,75,27,2.78,0.09,0.91
1,2,75,28,2.68,0.1,0.9
1,2,75,29,2.59,0.11,0.89
1,2,75,30,2.5,0.12,0.88
1,2,75,31,2.42,0.13,0.87
1,2,75,32,2.34,0.14,0.86
1,2,75,33,2.27,0.15,0.85
1,2,75,34,2.21,0.15,0.85
1,2,76,15,5.07,0.01,0.99
1,2,76,16,4.75,0.02,0.98
1,2,76,17,4.47,0.02,0.98
1,2,76,18,4.22,0.03,0.97
1,2,76,19,4,0.03,0.97
1,2,76,20,3.8,0.04,0.96
1,2,76,21,3.62,0.05,0.95
1,2,76,22,3.45,0.05,0.95
1,2,76,23,3.3,0.06,0.94
1,2,76,24,3.17,0.07,0.93
1,2,76,25,3.04,0.08,0.92
1,2,76,26,2.92,0.08,0.92
1,2,76,27,2.81,0.09,0.91
1,2,76,28,2.71,0.1,0.9
1,2,76,29,2.62,0.11,0.89
1,2,76,30,2.53,0.12,0.88
1,2,76,31,2.45,0.13,0.87
1,2,76,32,2.38,0.13,0.87
1,2,76,33,2.3,0.14,0.86
1,2,76,34,2.24,0.15,0.85
1,2,77,15,5.13,0.01,0.99
1,2,77,16,4.81,0.02,0.98
1,2,77,17,4.53,0.02,0.98
1,2,77,18,4.28,0.03,0.97
1,2,77,19,4.05,0.03,0.97
1,2,77,20,3.85,0.04,0.96
1,2,77,21,3.67,0.05,0.95
1,2,77,22,3.5,0.05,0.95
1,2,77,23,3.35,0.06,0.94
1,2,77,24,3.21,0.07,0.93
1,2,77,25,3.08,0.08,0.92
1,2,77,26,2.96,0.08,0.92
1,2,77,27,2.85,0.09,0.91
1,2,77,28,2.75,0.1,0.9
1,2,77,29,2.66,0.11,0.89
1,2,77,30,2.57,0.12,0.88
1,2,77,31,2.48,0.13,0.87
1,2,77,32,2.41,0.13,0.87
1,2,77,33,2.33,0.14,0.86
1,2,77,34,2.26,0.15,0.85
1,2,78,15,5.2,0.01,0.99
1,2,78,16,4.88,0.02,0.98
1,2,78,17,4.59,0.02,0.98
1,2,78,18,4.33,0.03,0.97
1,2,78,19,4.11,0.03,0.97
1,2,78,20,3.9,0.04,0.96
1,2,78,21,3.71,0.05,0.95
1,2,78,22,3.55,0.05,0.95
1,2,78,23,3.39,0.06,0.94
1,2,78,24,3.25,0.07,0.93
1,2,78,25,3.12,0.08,0.92
1,2,78,26,3,0.08,0.92
1,2,78,27,2.89,0.09,0.91
1,2,78,28,2.79,0.1,0.9
1,2,78,29,2.69,0.11,0.89
1,2,78,30,2.6,0.12,0.88
1,2,78,31,2.52,0.13,0.87
1,2,78,32,2.44,0.13,0.87
1,2,78,33,2.36,0.14,0.86
1,2,78,34,2.29,0.15,0.85
1,2,79,15,5.27,0.01,0.99
1,2,79,16,4.94,0.02,0.98
1,2,79,17,4.65,0.02,0.98
1,2,79,18,4.39,0.03,0.97
1,2,79,19,4.16,0.03,0.97
1,2,79,20,3.95,0.04,0.96
1,2,79,21,3.76,0.05,0.95
1,2,79,22,3.59,0.05,0.95
1,2,79,23,3.43,0.06,0.94
1,2,79,24,3.29,0.07,0.93
1,2,79,25,3.16,0.08,0.92
1,2,79,26,3.04,0.08,0.92
1,2,79,27,2.93,0.09,0.91
1,2,79,28,2.82,0.1,0.9
1,2,79,29,2.72,0.11,0.89
1,2,79,30,2.63,0.12,0.88
1,2,79,31,2.55,0.13,0.87
1,2,79,32,2.47,0.13,0.87
1,2,79,33,2.39,0.14,0.86
1,2,79,34,2.32,0.15,0.85
1,2,80,15,5.33,0.01,0.99
1,2,80,16,5,0.02,0.98
1,2,80,17,4.71,0.02,0.98
1,2,80,18,4.44,0.03,0.97
1,2,80,19,4.21,0.03,0.97
1,2,80,20,4,0.04,0.96
1,2,80,21,3.81,0.04,0.96
1,2,80,22,3.64,0.05,0.95
1,2,80,23,3.48,0.06,0.94
1,2,80,24,3.33,0.07,0.93
1,2,80,25,3.2,0.07,0.93
1,2,80,26,3.08,0.08,0.92
1,2,80,27,2.96,0.09,0.91
1,2,80,28,2.86,0.1,0.9
1,2,80,29,2.76,0.11,0.89
1,2,80,30,2.67,0.12,0.88
1,2,80,31,2.58,0.13,0.87
1,2,80,32,2.5,0.13,0.87
1,2,80,33,2.42,0.14,0.86
1,2,80,34,2.35,0.15,0.85
1,3,1,15,0.07,0.85,0.15
1,3,1,16,0.06,0.86,0.14
1,3,1,17,0.06,0.86,0.14
1,3,1,18,0.06,0.86,0.14
1,3,1,19,0.05,0.86,0.14
1,3,1,20,0.05,0.87,0.13
1,3,1,21,0.05,0.87,0.13
1,3,1,22,0.05,0.87,0.13
1,3,1,23,0.04,0.87,0.13
1,3,1,24,0.04,0.87,0.13
1,3,1,25,0.04,0.87,0.13
1,3,1,26,0.04,0.88,0.12
1,3,1,27,0.04,0.88,0.12
1,3,1,28,0.04,0.88,0.12
1,3,1,29,0.03,0.88,0.12
1,3,1,30,0.03,0.88,0.12
1,3,1,31,0.03,0.88,0.12
1,3,1,32,0.03,0.88,0.12
1,3,1,33,0.03,0.88,0.12
1,3,1,34,0.03,0.88,0.12
1,3,2,15,0.13,0.85,0.15
1,3,2,16,0.13,0.86,0.14
1,3,2,17,0.12,0.86,0.14
1,3,2,18,0.11,0.87,0.13
1,3,2,19,0.11,0.87,0.13
1,3,2,20,0.1,0.87,0.13
1,3,2,21,0.1,0.88,0.12
1,3,2,22,0.09,0.88,0.12
1,3,2,23,0.09,0.88,0.12
1,3,2,24,0.08,0.88,0.12
1,3,2,25,0.08,0.88,0.12
1,3,2,26,0.08,0.89,0.11
1,3,2,27,0.07,0.89,0.11
1,3,2,28,0.07,0.89,0.11
1,3,2,29,0.07,0.89,0.11
1,3,2,30,0.07,0.89,0.11
1,3,2,31,0.06,0.89,0.11
1,3,2,32,0.06,0.89,0.11
1,3,2,33,0.06,0.9,0.1
1,3,2,34,0.06,0.9,0.1
1,3,3,15,0.2,0.86,0.14
1,3,3,16,0.19,0.87,0.13
1,3,3,17,0.18,0.87,0.13
1,3,3,18,0.17,0.88,0.12
1,3,3,19,0.16,0.88,0.12
1,3,3,20,0.15,0.88,0.12
1,3,3,21,0.14,0.89,0.11
1,3,3,22,0.14,0.89,0.11
1,3,3,23,0.13,0.89,0.11
1,3,3,24,0.13,0.9,0.1
1,3,3,25,0.12,0.9,0.1
1,3,3,26,0.12,0.9,0.1
1,3,3,27,0.11,0.9,0.1
1,3,3,28,0.11,0.91,0.09
1,3,3,29,0.1,0.91,0.09
1,3,3,30,0.1,0.91,0.09
1,3,3,31,0.1,0.91,0.09
1,3,3,32,0.09,0.91,0.09
1,3,3,33,0.09,0.91,0.09
1,3,3,34,0.09,0.91,0.09
1,3,4,15,0.27,0.86,0.14
1,3,4,16,0.25,0.86,0.14
1,3,4,17,0.24,0.87,0.13
1,3,4,18,0.22,0.88,0.12
1,3,4,19,0.21,0.88,0.12
1,3,4,20,0.2,0.89,0.11
1,3,4,21,0.19,0.89,0.11
1,3,4,22,0.18,0.89,0.11
1,3,4,23,0.17,0.9,0.1
1,3,4,24,0.17,0.9,0.1
1,3,4,25,0.16,0.9,0.1
1,3,4,26,0.15,0.91,0.09
1,3,4,27,0.15,0.91,0.09
1,3,4,28,0.14,0.91,0.09
1,3,4,29,0.14,0.91,0.09
1,3,4,30,0.13,0.92,0.08
1,3,4,31,0.13,0.92,0.08
1,3,4,32,0.13,0.92,0.08
1,3,4,33,0.12,0.92,0.08
1,3,4,34,0.12,0.92,0.08
1,3,5,15,0.33,0.84,0.16
1,3,5,16,0.31,0.85,0.15
1,3,5,17,0.29,0.86,0.14
1,3,5,18,0.28,0.86,0.14
1,3,5,19,0.26,0.87,0.13
1,3,5,20,0.25,0.88,0.12
1,3,5,21,0.24,0.88,0.12
1,3,5,22,0.23,0.89,0.11
1,3,5,23,0.22,0.89,0.11
1,3,5,24,0.21,0.9,0.1
1,3,5,25,0.2,0.9,0.1
1,3,5,26,0.19,0.9,0.1
1,3,5,27,0.19,0.91,0.09
1,3,5,28,0.18,0.91,0.09
1,3,5,29,0.17,0.91,0.09
1,3,5,30,0.17,0.91,0.09
1,3,5,31,0.16,0.92,0.08
1,3,5,32,0.16,0.92,0.08
1,3,5,33,0.15,0.92,0.08
1,3,5,34,0.15,0.92,0.08
1,3,6,15,0.4,0.82,0.18
1,3,6,16,0.38,0.83,0.17
1,3,6,17,0.35,0.84,0.16
1,3,6,18,0.33,0.85,0.15
1,3,6,19,0.32,0.85,0.15
1,3,6,20,0.3,0.86,0.14
1,3,6,21,0.29,0.87,0.13
1,3,6,22,0.27,0.87,0.13
1,3,6,23,0.26,0.88,0.12
1,3,6,24,0.25,0.88,0.12
1,3,6,25,0.24,0.89,0.11
1,3,6,26,0.23,0.89,0.11
1,3,6,27,0.22,0.89,0.11
1,3,6,28,0.21,0.9,0.1
1,3,6,29,0.21,0.9,0.1
1,3,6,30,0.2,0.9,0.1
1,3,6,31,0.19,0.91,0.09
1,3,6,32,0.19,0.91,0.09
1,3,6,33,0.18,0.91,0.09
1,3,6,34,0.18,0.91,0.09
1,3,7,15,0.47,0.79,0.21
1,3,7,16,0.44,0.8,0.2
1,3,7,17,0.41,0.81,0.19
1,3,7,18,0.39,0.82,0.18
1,3,7,19,0.37,0.83,0.17
1,3,7,20,0.35,0.84,0.16
1,3,7,21,0.33,0.85,0.15
1,3,7,22,0.32,0.85,0.15
1,3,7,23,0.3,0.86,0.14
1,3,7,24,0.29,0.86,0.14
1,3,7,25,0.28,0.87,0.13
1,3,7,26,0.27,0.87,0.13
1,3,7,27,0.26,0.88,0.12
1,3,7,28,0.25,0.88,0.12
1,3,7,29,0.24,0.89,0.11
1,3,7,30,0.23,0.89,0.11
1,3,7,31,0.23,0.89,0.11
1,3,7,32,0.22,0.9,0.1
1,3,7,33,0.21,0.9,0.1
1,3,7,34,0.21,0.9,0.1
1,3,8,15,0.53,0.77,0.23
1,3,8,16,0.5,0.78,0.22
1,3,8,17,0.47,0.79,0.21
1,3,8,18,0.44,0.8,0.2
1,3,8,19,0.42,0.81,0.19
1,3,8,20,0.4,0.82,0.18
1,3,8,21,0.38,0.83,0.17
1,3,8,22,0.36,0.83,0.17
1,3,8,23,0.35,0.84,0.16
1,3,8,24,0.33,0.85,0.15
1,3,8,25,0.32,0.85,0.15
1,3,8,26,0.31,0.86,0.14
1,3,8,27,0.3,0.86,0.14
1,3,8,28,0.29,0.87,0.13
1,3,8,29,0.28,0.87,0.13
1,3,8,30,0.27,0.88,0.12
1,3,8,31,0.26,0.88,0.12
1,3,8,32,0.25,0.88,0.12
1,3,8,33,0.24,0.89,0.11
1,3,8,34,0.24,0.89,0.11
1,3,9,15,0.6,0.74,0.26
1,3,9,16,0.56,0.76,0.24
1,3,9,17,0.53,0.77,0.23
1,3,9,18,0.5,0.78,0.22
1,3,9,19,0.47,0.79,0.21
1,3,9,20,0.45,0.8,0.2
1,3,9,21,0.43,0.81,0.19
1,3,9,22,0.41,0.82,0.18
1,3,9,23,0.39,0.82,0.18
1,3,9,24,0.38,0.83,0.17
1,3,9,25,0.36,0.84,0.16
1,3,9,26,0.35,0.84,0.16
1,3,9,27,0.33,0.85,0.15
1,3,9,28,0.32,0.85,0.15
1,3,9,29,0.31,0.86,0.14
1,3,9,30,0.3,0.86,0.14
1,3,9,31,0.29,0.87,0.13
1,3,9,32,0.28,0.87,0.13
1,3,9,33,0.27,0.87,0.13
1,3,9,34,0.26,0.88,0.12
1,3,10,15,0.67,0.72,0.28
1,3,10,16,0.63,0.73,0.27
1,3,10,17,0.59,0.75,0.25
1,3,10,18,0.56,0.76,0.24
1,3,10,19,0.53,0.77,0.23
1,3,10,20,0.5,0.78,0.22
1,3,10,21,0.48,0.79,0.21
1,3,10,22,0.45,0.8,0.2
1,3,10,23,0.43,0.81,0.19
1,3,10,24,0.42,0.81,0.19
1,3,10,25,0.4,0.82,0.18
1,3,10,26,0.38,0.83,0.17
1,3,10,27,0.37,0.83,0.17
1,3,10,28,0.36,0.84,0.16
1,3,10,29,0.34,0.84,0.16
1,3,10,30,0.33,0.85,0.15
1,3,10,31,0.32,0.85,0.15
1,3,10,32,0.31,0.86,0.14
1,3,10,33,0.3,0.86,0.14
1,3,10,34,0.29,0.86,0.14
1,3,11,15,0.73,0.69,0.31
1,3,11,16,0.69,0.71,0.29
1,3,11,17,0.65,0.72,0.28
1,3,11,18,0.61,0.74,0.26
1,3,11,19,0.58,0.75,0.25
1,3,11,20,0.55,0.76,0.24
1,3,11,21,0.52,0.77,0.23
1,3,11,22,0.5,0.78,0.22
1,3,11,23,0.48,0.79,0.21
1,3,11,24,0.46,0.8,0.2
1,3,11,25,0.44,0.8,0.2
1,3,11,26,0.42,0.81,0.19
1,3,11,27,0.41,0.82,0.18
1,3,11,28,0.39,0.82,0.18
1,3,11,29,0.38,0.83,0.17
1,3,11,30,0.37,0.83,0.17
1,3,11,31,0.35,0.84,0.16
1,3,11,32,0.34,0.84,0.16
1,3,11,33,0.33,0.85,0.15
1,3,11,34,0.32,0.85,0.15
1,3,12,15,0.8,0.67,0.33
1,3,12,16,0.75,0.69,0.31
1,3,12,17,0.71,0.7,0.3
1,3,12,18,0.67,0.72,0.28
1,3,12,19,0.63,0.73,0.27
1,3,12,20,0.6,0.74,0.26
1,3,12,21,0.57,0.75,0.25
1,3,12,22,0.55,0.76,0.24
1,3,12,23,0.52,0.77,0.23
1,3,12,24,0.5,0.78,0.22
1,3,12,25,0.48,0.79,0.21
1,3,12,26,0.46,0.79,0.21
1,3,12,27,0.44,0.8,0.2
1,3,12,28,0.43,0.81,0.19
1,3,12,29,0.41,0.81,0.19
1,3,12,30,0.4,0.82,0.18
1,3,12,31,0.39,0.82,0.18
1,3,12,32,0.38,0.83,0.17
1,3,12,33,0.36,0.83,0.17
1,3,12,34,0.35,0.84,0.16
1,3,13,15,0.87,0.65,0.35
1,3,13,16,0.81,0.67,0.33
1,3,13,17,0.76,0.68,0.32
1,3,13,18,0.72,0.7,0.3
1,3,13,19,0.68,0.71,0.29
1,3,13,20,0.65,0.72,0.28
1,3,13,21,0.62,0.73,0.27
1,3,13,22,0.59,0.74,0.26
1,3,13,23,0.57,0.75,0.25
1,3,13,24,0.54,0.76,0.24
1,3,13,25,0.52,0.77,0.23
1,3,13,26,0.5,0.78,0.22
1,3,13,27,0.48,0.79,0.21
1,3,13,28,0.46,0.79,0.21
1,3,13,29,0.45,0.8,0.2
1,3,13,30,0.43,0.81,0.19
1,3,13,31,0.42,0.81,0.19
1,3,13,32,0.41,0.82,0.18
1,3,13,33,0.39,0.82,0.18
1,3,13,34,0.38,0.83,0.17
1,3,14,15,0.93,0.63,0.37
1,3,14,16,0.88,0.65,0.35
1,3,14,17,0.82,0.66,0.34
1,3,14,18,0.78,0.68,0.32
1,3,14,19,0.74,0.69,0.31
1,3,14,20,0.7,0.71,0.29
1,3,14,21,0.67,0.72,0.28
1,3,14,22,0.64,0.73,0.27
1,3,14,23,0.61,0.74,0.26
1,3,14,24,0.58,0.75,0.25
1,3,14,25,0.56,0.76,0.24
1,3,14,26,0.54,0.76,0.24
1,3,14,27,0.52,0.77,0.23
1,3,14,28,0.5,0.78,0.22
1,3,14,29,0.48,0.79,0.21
1,3,14,30,0.47,0.79,0.21
1,3,14,31,0.45,0.8,0.2
1,3,14,32,0.44,0.8,0.2
1,3,14,33,0.42,0.81,0.19
1,3,14,34,0.41,0.81,0.19
1,3,15,15,1,0.61,0.39
1,3,15,16,0.94,0.63,0.37
1,3,15,17,0.88,0.64,0.36
1,3,15,18,0.83,0.66,0.34
1,3,15,19,0.79,0.67,0.33
1,3,15,20,0.75,0.69,0.31
1,3,15,21,0.71,0.7,0.3
1,3,15,22,0.68,0.71,0.29
1,3,15,23,0.65,0.72,0.28
1,3,15,24,0.63,0.73,0.27
1,3,15,25,0.6,0.74,0.26
1,3,15,26,0.58,0.75,0.25
1,3,15,27,0.56,0.76,0.24
1,3,15,28,0.54,0.77,0.23
1,3,15,29,0.52,0.77,0.23
1,3,15,30,0.5,0.78,0.22
1,3,15,31,0.48,0.79,0.21
1,3,15,32,0.47,0.79,0.21
1,3,15,33,0.45,0.8,0.2
1,3,15,34,0.44,0.8,0.2
1,3,16,15,1.07,0.59,0.41
1,3,16,16,1,0.61,0.39
1,3,16,17,0.94,0.63,0.37
1,3,16,18,0.89,0.64,0.36
1,3,16,19,0.84,0.66,0.34
1,3,16,20,0.8,0.67,0.33
1,3,16,21,0.76,0.68,0.32
1,3,16,22,0.73,0.7,0.3
1,3,16,23,0.7,0.71,0.29
1,3,16,24,0.67,0.72,0.28
1,3,16,25,0.64,0.73,0.27
1,3,16,26,0.62,0.74,0.26
1,3,16,27,0.59,0.74,0.26
1,3,16,28,0.57,0.75,0.25
1,3,16,29,0.55,0.76,0.24
1,3,16,30,0.53,0.77,0.23
1,3,16,31,0.52,0.77,0.23
1,3,16,32,0.5,0.78,0.22
1,3,16,33,0.48,0.79,0.21
1,3,16,34,0.47,0.79,0.21
